year,borough,incident_classification,incident_classification_group,zipcode,incident_count,avg_prop_total_value,avg_prop_gross_sqft
2023,BRONX,Medical - Assist Civilian,Medical Emergencies,10460,17,370757.0,11211.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10460,1036,370757.0,11211.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10460,1575,370757.0,11211.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10460,16,370757.0,11211.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10460,10,370757.0,11211.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10460,568,370757.0,11211.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10460,526,370757.0,11211.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10460,73,370757.0,11211.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10460,67,370757.0,11211.0
2023,BRONX,Multiple Dwelling 'A' - Compactor fire,Structural Fires,10460,2,370757.0,11211.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10460,159,370757.0,11211.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10460,58,370757.0,11211.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10460,13,370757.0,11211.0
2023,BRONX,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10460,7,370757.0,11211.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10460,101,370757.0,11211.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10460,20,370757.0,11211.0
2023,BRONX,Non-Medical MFA - Verbal,NonMedical MFAs,10460,1,370757.0,11211.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10460,47,370757.0,11211.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10460,183,370757.0,11211.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10460,37,370757.0,11211.0
2023,BRONX,Other Transportation Fire,NonStructural Fires,10460,2,370757.0,11211.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10460,14,370757.0,11211.0
2023,BRONX,School Fire,Structural Fires,10460,3,370757.0,11211.0
2023,BRONX,Sprinkler System - Activated,NonMedical Emergencies,10460,4,370757.0,11211.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10460,4,370757.0,11211.0
2023,BRONX,Sprinkler System - Working on System,NonMedical Emergencies,10460,3,370757.0,11211.0
2023,BRONX,Store Fire,Structural Fires,10460,1,370757.0,11211.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10460,7,370757.0,11211.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10460,44,370757.0,11211.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10460,181,370757.0,11211.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10460,24,370757.0,11211.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10460,299,370757.0,11211.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10460,144,370757.0,11211.0
2023,BRONX,Vehicle Accident - With Extrication,NonMedical Emergencies,10460,2,370757.0,11211.0
2023,BRONX,Abandoned Derelict Vehicle Fire,NonStructural Fires,10461,1,255073.0,5144.0
2023,BRONX,Alarm System - Defective,NonMedical Emergencies,10461,54,255073.0,5144.0
2023,BRONX,Alarm System - Testing,NonMedical Emergencies,10461,34,255073.0,5144.0
2023,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,10461,231,255073.0,5144.0
2023,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,10461,313,255073.0,5144.0
2023,BRONX,Automobile Fire,NonStructural Fires,10461,8,255073.0,5144.0
2023,BRONX,Brush Fire,NonStructural Fires,10461,7,255073.0,5144.0
2023,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10461,49,255073.0,5144.0
2023,BRONX,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10461,12,255073.0,5144.0
2023,BRONX,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10461,13,255073.0,5144.0
2023,BRONX,Defective Oil Burner,NonMedical Emergencies,10461,11,255073.0,5144.0
2023,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,10461,16,255073.0,5144.0
2023,BRONX,Downed Tree,NonMedical Emergencies,10461,17,255073.0,5144.0
2023,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,10461,95,255073.0,5144.0
2023,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,10461,31,255073.0,5144.0
2023,BRONX,Hospital Fire,Structural Fires,10461,21,255073.0,5144.0
2023,BRONX,Manhole Fire - Seeping Smoke,NonStructural Fires,10461,3,255073.0,5144.0
2023,BRONX,Medical - Assist Civilian,Medical Emergencies,10461,20,255073.0,5144.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10461,418,255073.0,5144.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10461,918,255073.0,5144.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10461,6,255073.0,5144.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10461,5,255073.0,5144.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10461,407,255073.0,5144.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10461,462,255073.0,5144.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10461,58,255073.0,5144.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10461,40,255073.0,5144.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10461,48,255073.0,5144.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10461,15,255073.0,5144.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10461,4,255073.0,5144.0
2023,BRONX,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10461,5,255073.0,5144.0
2023,BRONX,Non-Medical MFA - ERS,NonMedical MFAs,10461,3,255073.0,5144.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10461,46,255073.0,5144.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10461,18,255073.0,5144.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10461,17,255073.0,5144.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10461,134,255073.0,5144.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10461,23,255073.0,5144.0
2023,BRONX,Other Public Building Fire,Structural Fires,10461,1,255073.0,5144.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10461,47,255073.0,5144.0
2023,BRONX,Remove Civilian - Non-Fire,NonMedical Emergencies,10461,3,255073.0,5144.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10461,9,255073.0,5144.0
2023,BRONX,Sprinkler System - Working on System,NonMedical Emergencies,10461,1,255073.0,5144.0
2023,BRONX,Store Fire,Structural Fires,10461,1,255073.0,5144.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10461,13,255073.0,5144.0
2023,BRONX,Under Contruction / Vacant Fire,Structural Fires,10461,1,255073.0,5144.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10461,27,255073.0,5144.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10461,117,255073.0,5144.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10461,11,255073.0,5144.0
2023,BRONX,Utility Emergency - Undefined,NonMedical Emergencies,10461,1,255073.0,5144.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10461,81,255073.0,5144.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10461,96,255073.0,5144.0
2023,BRONX,Vehicle Accident - With Extrication,NonMedical Emergencies,10461,3,255073.0,5144.0
2023,BRONX,Abandoned Derelict Vehicle Fire,NonStructural Fires,10462,2,77208.0,3499.0
2023,BRONX,Alarm System - Defective,NonMedical Emergencies,10462,11,77208.0,3499.0
2023,BRONX,Alarm System - Testing,NonMedical Emergencies,10462,23,77208.0,3499.0
2023,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,10462,115,77208.0,3499.0
2023,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,10462,449,77208.0,3499.0
2023,BRONX,Automobile Fire,NonStructural Fires,10462,9,77208.0,3499.0
2023,BRONX,Brush Fire,NonStructural Fires,10462,6,77208.0,3499.0
2023,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10462,53,77208.0,3499.0
2023,BRONX,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10462,17,77208.0,3499.0
2023,BRONX,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10462,12,77208.0,3499.0
2023,BRONX,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,10462,1,77208.0,3499.0
2023,BRONX,Defective Oil Burner,NonMedical Emergencies,10462,17,77208.0,3499.0
2023,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,10462,31,77208.0,3499.0
2023,BRONX,Downed Tree,NonMedical Emergencies,10462,6,77208.0,3499.0
2023,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,10462,352,77208.0,3499.0
2023,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,10462,136,77208.0,3499.0
2023,BRONX,Manhole Fire - Blown Cover,NonStructural Fires,10462,3,77208.0,3499.0
2023,BRONX,Manhole Fire - Extended to Building,NonStructural Fires,10462,1,77208.0,3499.0
2023,BRONX,Manhole Fire - Other,NonStructural Fires,10462,5,77208.0,3499.0
2023,BRONX,Manhole Fire - Seeping Smoke,NonStructural Fires,10462,7,77208.0,3499.0
2023,BRONX,Medical - Assist Civilian,Medical Emergencies,10462,20,77208.0,3499.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10462,480,77208.0,3499.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10462,1302,77208.0,3499.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10462,10,77208.0,3499.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10462,8,77208.0,3499.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10462,574,77208.0,3499.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10462,531,77208.0,3499.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10462,62,77208.0,3499.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10462,39,77208.0,3499.0
2023,BRONX,Multiple Dwelling 'A' - Compactor fire,Structural Fires,10462,5,77208.0,3499.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10462,107,77208.0,3499.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10462,23,77208.0,3499.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10462,1,77208.0,3499.0
2023,BRONX,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10462,17,77208.0,3499.0
2023,BRONX,Non-Medical MFA - ERS,NonMedical MFAs,10462,1,77208.0,3499.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10462,106,77208.0,3499.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10462,14,77208.0,3499.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10462,19,77208.0,3499.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10462,129,77208.0,3499.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10462,14,77208.0,3499.0
2023,BRONX,Other Transportation Fire,NonStructural Fires,10462,1,77208.0,3499.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10462,28,77208.0,3499.0
2023,BRONX,Remove Civilian - Non-Fire,NonMedical Emergencies,10462,1,77208.0,3499.0
2023,BRONX,School Fire,Structural Fires,10462,3,77208.0,3499.0
2023,BRONX,Sprinkler System - Activated,NonMedical Emergencies,10462,1,77208.0,3499.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10462,4,77208.0,3499.0
2023,BRONX,Sprinkler System - Working on System,NonMedical Emergencies,10462,3,77208.0,3499.0
2023,BRONX,Store Fire,Structural Fires,10462,3,77208.0,3499.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10462,9,77208.0,3499.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10462,42,77208.0,3499.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10462,199,77208.0,3499.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10462,18,77208.0,3499.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10462,153,77208.0,3499.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10462,121,77208.0,3499.0
2023,BRONX,Vehicle Accident - With Extrication,NonMedical Emergencies,10462,4,77208.0,3499.0
2023,BRONX,Abandoned Derelict Vehicle Fire,NonStructural Fires,10468,1,828532.0,22261.0
2023,BRONX,Alarm System - Defective,NonMedical Emergencies,10468,16,828532.0,22261.0
2023,BRONX,Alarm System - Testing,NonMedical Emergencies,10468,45,828532.0,22261.0
2023,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,10468,188,828532.0,22261.0
2023,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,10468,373,828532.0,22261.0
2023,BRONX,Automobile Fire,NonStructural Fires,10468,11,828532.0,22261.0
2023,BRONX,Brush Fire,NonStructural Fires,10468,4,828532.0,22261.0
2023,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10468,57,828532.0,22261.0
2023,BRONX,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10468,9,828532.0,22261.0
2023,BRONX,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10468,5,828532.0,22261.0
2023,BRONX,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,10468,1,828532.0,22261.0
2023,BRONX,Defective Oil Burner,NonMedical Emergencies,10468,15,828532.0,22261.0
2023,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,10468,39,828532.0,22261.0
2023,BRONX,Downed Tree,NonMedical Emergencies,10468,5,828532.0,22261.0
2023,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,10468,274,828532.0,22261.0
2023,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,10468,75,828532.0,22261.0
2023,BRONX,Hospital Fire,Structural Fires,10468,5,828532.0,22261.0
2023,BRONX,Manhole Fire - Blown Cover,NonStructural Fires,10468,1,828532.0,22261.0
2023,BRONX,Manhole Fire - Other,NonStructural Fires,10468,1,828532.0,22261.0
2023,BRONX,Manhole Fire - Seeping Smoke,NonStructural Fires,10468,3,828532.0,22261.0
2023,BRONX,Medical - Assist Civilian,Medical Emergencies,10468,7,828532.0,22261.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10468,515,828532.0,22261.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10468,1854,828532.0,22261.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10468,15,828532.0,22261.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10468,8,828532.0,22261.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10468,462,828532.0,22261.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10468,892,828532.0,22261.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10468,80,828532.0,22261.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10468,76,828532.0,22261.0
2023,BRONX,Multiple Dwelling 'A' - Compactor fire,Structural Fires,10468,1,828532.0,22261.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10468,130,828532.0,22261.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10468,62,828532.0,22261.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10468,6,828532.0,22261.0
2023,BRONX,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10468,12,828532.0,22261.0
2023,BRONX,Non-Medical MFA - ERS,NonMedical MFAs,10468,5,828532.0,22261.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10468,109,828532.0,22261.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10468,16,828532.0,22261.0
2023,BRONX,Non-Medical MFA - Verbal,NonMedical MFAs,10468,1,828532.0,22261.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10468,24,828532.0,22261.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10468,130,828532.0,22261.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10468,30,828532.0,22261.0
2023,BRONX,Other Transportation Fire,NonStructural Fires,10468,1,828532.0,22261.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10468,6,828532.0,22261.0
2023,BRONX,School Fire,Structural Fires,10468,1,828532.0,22261.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10468,4,828532.0,22261.0
2023,BRONX,Sprinkler System - Working on System,NonMedical Emergencies,10468,1,828532.0,22261.0
2023,BRONX,Store Fire,Structural Fires,10468,2,828532.0,22261.0
2023,BRONX,Transit System - NonStructural,NonStructural Fires,10468,1,828532.0,22261.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10468,7,828532.0,22261.0
2023,BRONX,Under Contruction / Vacant Fire,Structural Fires,10468,3,828532.0,22261.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10468,37,828532.0,22261.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10468,195,828532.0,22261.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10468,29,828532.0,22261.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10468,276,828532.0,22261.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10468,106,828532.0,22261.0
2023,BRONX,Abandoned Derelict Vehicle Fire,NonStructural Fires,10470,1,139727.0,3810.0
2023,BRONX,Alarm System - Defective,NonMedical Emergencies,10470,9,139727.0,3810.0
2023,BRONX,Alarm System - Testing,NonMedical Emergencies,10470,9,139727.0,3810.0
2023,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,10470,99,139727.0,3810.0
2023,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,10470,116,139727.0,3810.0
2023,BRONX,Brush Fire,NonStructural Fires,10470,2,139727.0,3810.0
2023,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10470,11,139727.0,3810.0
2023,BRONX,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10470,4,139727.0,3810.0
2023,BRONX,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10470,1,139727.0,3810.0
2023,BRONX,Defective Oil Burner,NonMedical Emergencies,10470,5,139727.0,3810.0
2023,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,10470,11,139727.0,3810.0
2023,BRONX,Downed Tree,NonMedical Emergencies,10470,11,139727.0,3810.0
2023,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,10470,40,139727.0,3810.0
2023,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,10470,19,139727.0,3810.0
2023,BRONX,Manhole Fire - Other,NonStructural Fires,10470,2,139727.0,3810.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10470,229,139727.0,3810.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10470,308,139727.0,3810.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10470,7,139727.0,3810.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10470,1,139727.0,3810.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10470,140,139727.0,3810.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10470,190,139727.0,3810.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10470,17,139727.0,3810.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10470,14,139727.0,3810.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10470,31,139727.0,3810.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10470,5,139727.0,3810.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10470,10,139727.0,3810.0
2023,BRONX,Non-Medical MFA - ERS,NonMedical MFAs,10470,2,139727.0,3810.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10470,21,139727.0,3810.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10470,2,139727.0,3810.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10470,7,139727.0,3810.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10470,40,139727.0,3810.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10470,19,139727.0,3810.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10470,19,139727.0,3810.0
2023,BRONX,Store Fire,Structural Fires,10470,1,139727.0,3810.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10470,2,139727.0,3810.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10470,9,139727.0,3810.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10470,64,139727.0,3810.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10470,1,139727.0,3810.0
